denuncia_id,fecha,comuna,motivo_denuncia,rubro
15207,2019-11-05,2,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15208,2019-11-05,6,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15210,2019-11-05,3,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15211,2019-11-05,11,Deficiente calidad en la prestación del servicio,"Servicios turísticos hoteles, hosterías, albergues, etc."
15212,2019-11-05,9,Falta de Información,SERVICIOS DE COMUNICACIONES
15213,2019-11-05,14,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15214,2019-11-05,7,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15215,2019-11-05,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15217,2019-11-05,6,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15218,2019-11-05,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15219,2019-11-05,2,Falta de Información,ALIMENTOS Y BEBIDAS
15219,2019-11-05,2,Cobro de gastos de entrega no informados o convenidos,ALIMENTOS Y BEBIDAS
15220,2019-11-05,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15221,2019-11-05,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15222,2019-11-05,4,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15223,2019-11-05,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15224,2019-11-05,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15225,2019-11-05,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15226,2019-11-05,4,Falta de Información,SERVICIOS DE COMUNICACIONES
15226,2019-11-05,4,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15227,2019-11-05,14,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15228,2019-11-05,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15229,2019-11-05,2,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15230,2019-11-05,1,Rechazo de la devolución del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15231,2019-11-05,2,Cláusulas abusivas o no convenidas,ENSEÑANZA
15233,2019-11-05,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15235,2019-11-05,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15236,2019-11-05,3,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
15237,2019-11-05,1,Rechazo de la devolución del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15237,2019-11-05,1,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15238,2019-11-05,15,Falta de Información,INSTRUMENTOS MUSICALES
15239,2019-11-05,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15240,2019-11-06,9,Producto no funciona,TELEFONÍA Y REDES
15241,2019-11-06,1,Débitos y/o cobros indebidos,SERVICIOS PÚBLICOS DOMICILIARIOS
15243,2019-11-06,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15244,2019-11-06,11,Falta de cumplimento garantía posventa,TELEFONÍA Y REDES
15245,2019-11-06,13,Incumplimiento del servicio,COMPRA POR INTERNET
15246,2019-11-06,2,Incumplimiento total de la prestación del servicio  contratado,SALUD
15247,2019-11-06,12,Falta de Información,SERVICIOS DE COMUNICACIONES
15248,2019-11-06,14,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15249,2019-11-06,2,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15250,2019-11-06,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15251,2019-11-06,3,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15252,2019-11-06,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15253,2019-11-06,7,Demora en la entrega del bien,DEPORTES Y RECREACIÓN
15254,2019-11-06,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15257,2019-11-06,9,Falta de Información,SERVICIOS PÚBLICOS DOMICILIARIOS
15258,2019-11-06,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15259,2019-11-06,1,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
15260,2019-11-06,7,Falta de Información,SERVICIOS DE COMUNICACIONES
15261,2019-11-06,7,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15262,2019-11-06,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15263,2019-11-06,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15264,2019-11-06,12,Falta de Entrega del bien,TELEFONÍA Y REDES
15265,2019-11-06,12,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15266,2019-11-06,13,Falta de Información,SERVICIOS DE COMUNICACIONES
15267,2019-11-06,4,Falta de cumplimento garantía posventa,MUEBLES
15268,2019-11-06,4,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15269,2019-11-06,2,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15271,2019-11-06,9,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15272,2019-11-06,2,Débitos y/o cobros indebidos,GESTORÍA Y SERVICIOS DE CONSULTORÍA
15275,2019-11-06,13,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15275,2019-11-06,13,Falta de cumplimento garantía posventa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15275,2019-11-06,13,Rechazo de la devolución del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15275,2019-11-06,13,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15275,2019-11-06,13,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.","RODADOS, AUTOMOTORES Y EMBARCACIONES"
15279,2019-11-06,3,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15285,2019-11-06,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15285,2019-11-06,12,Falta de Información,SERVICIOS DE COMUNICACIONES
15285,2019-11-06,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15286,2019-11-06,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15287,2019-11-06,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15288,2019-11-06,14,Falta de Información,SERVICIOS DE COMUNICACIONES
15288,2019-11-06,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15289,2019-11-06,13,Falta de Información,SERVICIOS DE COMUNICACIONES
15290,2019-11-06,15,Cláusulas abusivas o no convenidas,TELEFONÍA Y REDES
15291,2019-11-06,13,Producto no funciona,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15291,2019-11-06,13,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.",CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15291,2019-11-06,13,Falta de cumplimento garantía posventa,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15291,2019-11-06,13,Rechazo de la devolución del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15291,2019-11-06,13,Demora en la entrega del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15291,2019-11-06,13,Cobro de gastos de entrega no informados o convenidos,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15293,2019-11-06,14,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15294,2019-11-06,15,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15295,2019-11-07,7,Rechazo de la devolución del bien,MUEBLES
15296,2019-11-07,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15297,2019-11-07,9,Falta de cumplimento garantía posventa,DEPORTES Y RECREACIÓN
15298,2019-11-07,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15299,2019-11-07,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15300,2019-11-07,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15301,2019-11-07,11,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15302,2019-11-07,12,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15303,2019-11-07,3,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15304,2019-11-07,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15305,2019-11-07,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15307,2019-11-07,9,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15308,2019-11-07,1,Falta de cumplimento garantía posventa,"RELOJERÍA, JOYERÍA Y TABAQUERÍA"
15309,2019-11-07,14,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15309,2019-11-07,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15310,2019-11-07,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15311,2019-11-07,1,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15312,2019-11-07,15,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15313,2019-11-07,11,Falta de cumplimento garantía posventa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15314,2019-11-07,15,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15315,2019-11-07,13,Incumplimiento del servicio,COMPRA POR INTERNET
15316,2019-11-07,4,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15317,2019-11-07,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15318,2019-11-07,9,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15319,2019-11-07,7,Rechazo de la devolución del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15320,2019-11-07,14,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15321,2019-11-07,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15322,2019-11-07,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15323,2019-11-07,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15324,2019-11-07,11,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15325,2019-11-07,14,Falta de Información,SERVICIOS DE COMUNICACIONES
15326,2019-11-07,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15327,2019-11-07,4,Débitos y/o cobros indebidos,SERVICIOS PÚBLICOS DOMICILIARIOS
15328,2019-11-07,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15329,2019-11-07,4,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15331,2019-11-07,4,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15332,2019-11-07,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15335,2019-11-07,1,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15336,2019-11-07,3,Falta de Entrega del bien,JUEGOS Y JUGUETES
15337,2019-11-07,1,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15337,2019-11-07,1,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
15338,2019-11-07,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15339,2019-11-07,2,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15340,2019-11-07,2,Falta de Entrega del bien,MUEBLES
15341,2019-11-07,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15342,2019-11-07,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15344,2019-11-08,1,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15346,2019-11-08,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15348,2019-11-08,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS PÚBLICOS DOMICILIARIOS
15349,2019-11-08,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15349,2019-11-08,1,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15351,2019-11-08,4,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15352,2019-11-08,15,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15353,2019-11-08,7,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15355,2019-11-08,14,Cláusulas abusivas o no convenidas,"TEXTIL, CALZADO Y MARROQUINERÍA"
15356,2019-11-08,14,Rechazo de la devolución del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
15357,2019-11-08,3,Rechazo de la devolución del bien,TELEFONÍA Y REDES
15358,2019-11-08,14,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15359,2019-11-08,9,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15360,2019-11-08,7,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15361,2019-11-08,6,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15362,2019-11-08,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15363,2019-11-08,7,Incumplimiento total de la prestación del servicio  contratado,SALUD
15364,2019-11-08,13,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15366,2019-11-08,15,Falta de Entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15367,2019-11-08,13,Débitos y/o cobros indebidos,SEGURIDAD
15368,2019-11-08,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15369,2019-11-08,14,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15371,2019-11-08,7,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15372,2019-11-08,11,Cláusulas abusivas o no convenidas,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15373,2019-11-08,14,Cláusulas abusivas o no convenidas,"TEXTIL, CALZADO Y MARROQUINERÍA"
15375,2019-11-08,15,Falta de cumplimento garantía posventa,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15375,2019-11-08,15,Producto no funciona,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
15376,2019-11-08,1,Falta de Entrega del bien,MUEBLES
15376,2019-11-08,1,Falta de Información,MUEBLES
15377,2019-11-08,6,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
15380,2019-11-08,2,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
15380,2019-11-08,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
15380,2019-11-08,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15381,2019-11-08,2,Falta de Entrega del bien,JUEGOS Y JUGUETES
15382,2019-11-08,3,"Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.",MUEBLES
15382,2019-11-08,3,Producto no funciona,MUEBLES
15383,2019-11-11,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15385,2019-11-11,6,Falta de Información,SERVICIOS DE COMUNICACIONES
15386,2019-11-11,11,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15387,2019-11-11,6,Falta de Información,SERVICIOS DE COMUNICACIONES
15388,2019-11-11,1,Falta de Información,SALUD
15389,2019-11-11,14,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15390,2019-11-11,7,Demora en la entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
15391,2019-11-11,9,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15392,2019-11-11,9,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15393,2019-11-11,13,Cláusulas abusivas o no convenidas,"REPARACIÓN DE RODADOS, AUTOMOTORES Y EMBARCACIONES"
15394,2019-11-11,14,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15395,2019-11-11,2,Producto no funciona,MUEBLES
15396,2019-11-11,7,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
15397,2019-11-11,12,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
15398,2019-11-11,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15399,2019-11-11,7,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15400,2019-11-11,11,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
15401,2019-11-11,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
15402,2019-11-11,13,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
